index,time_stamp,data,center_line,ucl,lcl,anomalyFlag,colors
0,2026-07-01 11:48:48.044930,-1.7463320630606214,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
1,2026-07-01 11:48:58.044930,0.23403367768477604,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
2,2026-07-01 11:49:08.044930,-1.855140891765044,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
3,2026-07-01 11:49:18.044930,0.5395221137973887,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
4,2026-07-01 11:49:28.044930,-1.4653844789970403,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
5,2026-07-01 11:49:38.044930,-0.5451215994828762,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
6,2026-07-01 11:49:48.044930,-1.2779175931468765,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
7,2026-07-01 11:49:58.044930,-1.0728978503161983,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
8,2026-07-01 11:50:08.044930,-0.6385559601990364,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
9,2026-07-01 11:50:18.044930,1.2853293579389753,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
10,2026-07-01 11:50:28.044930,0.1585584412521644,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
11,2026-07-01 11:50:38.044930,0.016548695342494663,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
12,2026-07-01 11:50:48.044930,-1.177870327862636,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
13,2026-07-01 11:50:58.044930,-1.7568711001540853,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
14,2026-07-01 11:51:08.044930,0.6953449420272922,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
15,2026-07-01 11:51:18.044930,1.0884149798796767,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
16,2026-07-01 11:51:28.044930,-1.4206033425156843,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
17,2026-07-01 11:51:38.044930,0.16984370068372767,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
18,2026-07-01 11:51:48.044930,-0.7192933327682404,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
19,2026-07-01 11:51:58.044930,-0.6765944692443863,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
20,2026-07-01 11:52:08.044930,-1.687644225645424,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
21,2026-07-01 11:52:18.044930,1.0483248610080829,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
22,2026-07-01 11:52:28.044930,-1.1686597478415333,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
23,2026-07-01 11:52:38.044930,0.44749984719242775,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
24,2026-07-01 11:52:48.044930,-0.08175092272762781,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
25,2026-07-01 11:52:58.044930,1.780132336585959,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
26,2026-07-01 11:53:08.044930,-0.6597876352160892,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
27,2026-07-01 11:53:18.044930,-0.3119247704969329,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
28,2026-07-01 11:53:28.044930,-0.8476167250375383,-0.021386982703888103,3.0722359235182144,-3.1150098889259907,0,#00FF00
